event_id,order_id,status,event_timestamp,updated_by,rto_status
EVT00034524,ORD0005777,Out for Delivery,15-04-2026 11:21,Courier Partner,Non-RTO
EVT00034525,ORD0005777,Delivery Failed,15-04-2026 14:18,Courier Partner,Non-RTO
EVT00034526,ORD0005777,Out for Delivery,18-04-2026 10:21,Courier Partner,Non-RTO
EVT00034527,ORD0005777,Delivered,18-04-2026 14:17,Courier Partner,Non-RTO
EVT00034528,ORD0005778,Order Placed,13-04-2026 12:13,System,Non-RTO
EVT00034529,ORD0005778,Cancelled by Seller,14-04-2026 06:13,Seller Panel,Non-RTO
EVT00034530,ORD0005779,Order Placed,04-07-2026 16:59,System,Non-RTO
EVT00034531,ORD0005779,Packed,05-07-2026 04:59,Seller Panel,Non-RTO
EVT00034532,ORD0005779,Shipped,05-07-2026 18:59,Courier Partner,Non-RTO
EVT00034533,ORD0005779,Out for Delivery,08-07-2026 17:59,Courier Partner,Non-RTO
EVT00034534,ORD0005779,Delivered,08-07-2026 19:22,Courier Partner,Non-RTO
EVT00034535,ORD0005780,Order Placed,03-04-2026 15:39,System,Non-RTO
EVT00034536,ORD0005780,Packed,03-04-2026 23:39,Seller Panel,Non-RTO
EVT00034537,ORD0005780,Shipped,05-04-2026 02:39,Courier Partner,Non-RTO
EVT00034538,ORD0005780,Out for Delivery,08-04-2026 23:39,Courier Partner,Non-RTO
EVT00034539,ORD0005780,Delivered,09-04-2026 03:11,Courier Partner,Non-RTO
EVT00034540,ORD0005781,Order Placed,04-03-2026 23:35,System,Non-RTO
EVT00034541,ORD0005781,Packed,05-03-2026 05:35,Seller Panel,Non-RTO
EVT00034542,ORD0005781,Shipped,05-03-2026 22:35,Courier Partner,Non-RTO
EVT00034543,ORD0005781,Out for Delivery,09-03-2026 20:35,Courier Partner,Non-RTO
EVT00034544,ORD0005781,Delivered,09-03-2026 22:59,Courier Partner,Non-RTO
EVT00034545,ORD0005782,Order Placed,14-02-2026 17:57,System,Non-RTO
EVT00034546,ORD0005782,Packed,15-02-2026 03:57,Seller Panel,Non-RTO
EVT00034547,ORD0005782,Shipped,16-02-2026 03:57,Courier Partner,Non-RTO
EVT00034548,ORD0005782,Out for Delivery,16-02-2026 23:57,Courier Partner,Non-RTO
EVT00034549,ORD0005782,Delivered,17-02-2026 04:21,Courier Partner,Non-RTO
EVT00034550,ORD0005783,Order Placed,12-05-2026 15:54,System,Non-RTO
EVT00034551,ORD0005783,Packed,13-05-2026 06:54,Seller Panel,Non-RTO
EVT00034552,ORD0005783,Shipped,14-05-2026 00:54,Courier Partner,Non-RTO
EVT00034553,ORD0005783,Out for Delivery,19-05-2026 22:54,Courier Partner,Non-RTO
EVT00034554,ORD0005783,Delivery Failed,20-05-2026 01:41,Courier Partner,Non-RTO
EVT00034555,ORD0005783,Out for Delivery,21-05-2026 20:54,Courier Partner,Non-RTO
EVT00034556,ORD0005783,Delivery Failed,22-05-2026 01:41,Courier Partner,Non-RTO
EVT00034557,ORD0005783,RTO Initiated,23-05-2026 23:41,Courier Partner,RTO
EVT00034558,ORD0005783,RTO In Transit,28-05-2026 23:41,Courier Partner,RTO
EVT00034559,ORD0005783,RTO Received at Warehouse,31-05-2026 23:41,Seller Panel,RTO
EVT00034560,ORD0005784,Order Placed,04-03-2026 16:54,System,Non-RTO
EVT00034561,ORD0005784,Packed,05-03-2026 02:54,Seller Panel,Non-RTO
EVT00034562,ORD0005784,Shipped,06-03-2026 07:54,Courier Partner,Non-RTO
EVT00034563,ORD0005784,Out for Delivery,11-03-2026 05:54,Courier Partner,Non-RTO
EVT00034564,ORD0005784,Delivered,11-03-2026 08:25,Courier Partner,Non-RTO
EVT00034565,ORD0005785,Order Placed,28-07-2026 18:05,System,Non-RTO
EVT00034566,ORD0005785,Packed,29-07-2026 07:05,Seller Panel,Non-RTO
EVT00034567,ORD0005785,Shipped,30-07-2026 07:05,Courier Partner,Non-RTO
EVT00034568,ORD0005786,Order Placed,07-03-2026 23:03,System,Non-RTO
EVT00034569,ORD0005786,Packed,08-03-2026 10:03,Seller Panel,Non-RTO
EVT00034570,ORD0005786,Shipped,08-03-2026 22:03,Courier Partner,Non-RTO
EVT00034571,ORD0005786,Out for Delivery,14-03-2026 20:03,Courier Partner,Non-RTO
EVT00034572,ORD0005786,Delivery Failed,14-03-2026 22:47,Courier Partner,Non-RTO
EVT00034573,ORD0005786,Out for Delivery,17-03-2026 18:03,Courier Partner,Non-RTO
EVT00034574,ORD0005786,Delivered,17-03-2026 23:02,Courier Partner,Non-RTO
EVT00034575,ORD0005787,Order Placed,25-05-2026 13:06,System,Non-RTO
EVT00034576,ORD0005787,Packed,26-05-2026 08:06,Seller Panel,Non-RTO
EVT00034577,ORD0005787,Shipped,27-05-2026 14:06,Courier Partner,Non-RTO
EVT00034578,ORD0005787,Out for Delivery,30-05-2026 13:06,Courier Partner,Non-RTO
EVT00034579,ORD0005787,Delivered,30-05-2026 14:22,Courier Partner,Non-RTO
EVT00034580,ORD0005788,Order Placed,16-04-2026 23:16,System,Non-RTO
EVT00034581,ORD0005788,Packed,17-04-2026 13:16,Seller Panel,Non-RTO
EVT00034582,ORD0005788,Shipped,18-04-2026 17:16,Courier Partner,Non-RTO
EVT00034583,ORD0005788,Out for Delivery,20-04-2026 16:16,Courier Partner,Non-RTO
EVT00034584,ORD0005788,Delivery Failed,20-04-2026 17:42,Courier Partner,Non-RTO
EVT00034585,ORD0005788,RTO Initiated,22-04-2026 07:42,Courier Partner,RTO
EVT00034586,ORD0005788,RTO In Transit,27-04-2026 07:42,Courier Partner,RTO
EVT00034587,ORD0005788,RTO Received at Warehouse,28-04-2026 07:42,Seller Panel,RTO
EVT00034588,ORD0005789,Order Placed,24-05-2026 21:26,System,Non-RTO
EVT00034589,ORD0005789,Packed,25-05-2026 15:26,Seller Panel,Non-RTO
EVT00034590,ORD0005789,Shipped,26-05-2026 18:26,Courier Partner,Non-RTO
EVT00034591,ORD0005789,Out for Delivery,31-05-2026 15:26,Courier Partner,Non-RTO
EVT00034592,ORD0005789,Delivered,31-05-2026 19:19,Courier Partner,Non-RTO
EVT00034593,ORD0005790,Order Placed,07-02-2026 23:36,System,Non-RTO
EVT00034594,ORD0005790,Packed,08-02-2026 10:36,Seller Panel,Non-RTO
EVT00034595,ORD0005790,Shipped,09-02-2026 15:36,Courier Partner,Non-RTO
EVT00034596,ORD0005790,Out for Delivery,15-02-2026 14:36,Courier Partner,Non-RTO
EVT00034597,ORD0005790,Delivered,15-02-2026 16:55,Courier Partner,Non-RTO
EVT00034598,ORD0005791,Order Placed,13-04-2026 17:06,System,Non-RTO
EVT00034599,ORD0005791,Packed,13-04-2026 21:06,Seller Panel,Non-RTO
EVT00034600,ORD0005791,Shipped,15-04-2026 03:06,Courier Partner,Non-RTO
EVT00034601,ORD0005791,Out for Delivery,17-04-2026 02:06,Courier Partner,Non-RTO
EVT00034602,ORD0005791,Delivery Failed,17-04-2026 03:34,Courier Partner,Non-RTO
EVT00034603,ORD0005791,RTO Initiated,18-04-2026 21:34,Courier Partner,RTO
EVT00034604,ORD0005791,RTO In Transit,21-04-2026 21:34,Courier Partner,RTO
EVT00034605,ORD0005791,RTO Received at Warehouse,25-04-2026 21:34,Seller Panel,RTO
EVT00034606,ORD0005792,Order Placed,17-03-2026 23:55,System,Non-RTO
EVT00034607,ORD0005792,Packed,18-03-2026 17:55,Seller Panel,Non-RTO
EVT00034608,ORD0005792,Shipped,19-03-2026 08:55,Courier Partner,Non-RTO
EVT00034609,ORD0005792,Out for Delivery,21-03-2026 05:55,Courier Partner,Non-RTO
EVT00034610,ORD0005792,Delivered,21-03-2026 10:23,Courier Partner,Non-RTO
EVT00034611,ORD0005793,Order Placed,01-07-2026 11:55,System,Non-RTO
EVT00034612,ORD0005793,Packed,02-07-2026 00:55,Seller Panel,Non-RTO
EVT00034613,ORD0005793,Shipped,02-07-2026 11:55,Courier Partner,Non-RTO
EVT00034614,ORD0005793,Out for Delivery,04-07-2026 09:55,Courier Partner,Non-RTO
EVT00034615,ORD0005793,Delivered,04-07-2026 12:43,Courier Partner,Non-RTO
EVT00034616,ORD0005794,Order Placed,29-04-2026 16:39,System,Non-RTO
EVT00034617,ORD0005794,Packed,29-04-2026 22:39,Seller Panel,Non-RTO
EVT00034618,ORD0005794,Shipped,30-04-2026 04:39,Courier Partner,Non-RTO
EVT00034619,ORD0005794,Out for Delivery,04-05-2026 02:39,Courier Partner,Non-RTO
EVT00034620,ORD0005794,Delivered,04-05-2026 05:05,Courier Partner,Non-RTO
EVT00034621,ORD0005795,Order Placed,20-03-2026 23:49,System,Non-RTO
EVT00034622,ORD0005795,Packed,21-03-2026 12:49,Seller Panel,Non-RTO
EVT00034623,ORD0005795,Shipped,22-03-2026 03:49,Courier Partner,Non-RTO
EVT00034624,ORD0005795,Out for Delivery,23-03-2026 02:49,Courier Partner,Non-RTO
EVT00034625,ORD0005795,Delivered,23-03-2026 04:30,Courier Partner,Non-RTO
EVT00034626,ORD0005796,Order Placed,04-06-2026 20:47,System,Non-RTO
EVT00034627,ORD0005796,Packed,05-06-2026 13:47,Seller Panel,Non-RTO
EVT00034628,ORD0005796,Shipped,06-06-2026 08:47,Courier Partner,Non-RTO
EVT00034629,ORD0005796,Out for Delivery,11-06-2026 04:47,Courier Partner,Non-RTO
EVT00034630,ORD0005796,Delivered,11-06-2026 09:19,Courier Partner,Non-RTO
EVT00034631,ORD0005797,Order Placed,04-04-2026 18:59,System,Non-RTO
EVT00034632,ORD0005797,Packed,04-04-2026 23:59,Seller Panel,Non-RTO
EVT00034633,ORD0005797,Shipped,05-04-2026 14:59,Courier Partner,Non-RTO
EVT00034634,ORD0005797,Out for Delivery,11-04-2026 13:59,Courier Partner,Non-RTO
EVT00034635,ORD0005797,Delivered,11-04-2026 16:01,Courier Partner,Non-RTO
EVT00034636,ORD0005798,Order Placed,06-03-2026 18:07,System,Non-RTO
EVT00034637,ORD0005798,Packed,07-03-2026 11:07,Seller Panel,Non-RTO
EVT00034638,ORD0005798,Shipped,08-03-2026 05:07,Courier Partner,Non-RTO
EVT00034639,ORD0005798,Out for Delivery,09-03-2026 01:07,Courier Partner,Non-RTO
EVT00034640,ORD0005798,Delivered,09-03-2026 06:31,Courier Partner,Non-RTO
EVT00034641,ORD0005799,Order Placed,11-06-2026 16:44,System,Non-RTO
EVT00034642,ORD0005799,Packed,12-06-2026 06:44,Seller Panel,Non-RTO
EVT00034643,ORD0005799,Shipped,13-06-2026 00:44,Courier Partner,Non-RTO
EVT00034644,ORD0005799,Out for Delivery,14-06-2026 23:44,Courier Partner,Non-RTO
EVT00034645,ORD0005799,Delivered,15-06-2026 01:27,Courier Partner,Non-RTO
EVT00034646,ORD0005800,Order Placed,22-05-2026 19:12,System,Non-RTO
EVT00034647,ORD0005800,Packed,23-05-2026 13:12,Seller Panel,Non-RTO
EVT00034648,ORD0005800,Shipped,24-05-2026 12:12,Courier Partner,Non-RTO
EVT00034649,ORD0005800,Out for Delivery,30-05-2026 10:12,Courier Partner,Non-RTO
EVT00034650,ORD0005800,Delivered,30-05-2026 12:43,Courier Partner,Non-RTO
EVT00034651,ORD0005801,Order Placed,25-07-2026 14:46,System,Non-RTO
EVT00034652,ORD0005801,Packed,26-07-2026 01:46,Seller Panel,Non-RTO
EVT00034653,ORD0005801,Shipped,26-07-2026 10:46,Courier Partner,Non-RTO
EVT00034654,ORD0005801,Out for Delivery,30-07-2026 08:46,Courier Partner,Non-RTO
EVT00034655,ORD0005801,Delivery Failed,30-07-2026 11:45,Courier Partner,Non-RTO
EVT00034656,ORD0005801,Out for Delivery,31-07-2026 08:46,Courier Partner,Non-RTO
EVT00034657,ORD0005801,Delivered,31-07-2026 10:57,Courier Partner,Non-RTO
EVT00034658,ORD0005802,Order Placed,31-07-2026 16:18,System,Non-RTO
EVT00034659,ORD0005802,Packed,01-08-2026 02:18,Seller Panel,Non-RTO
EVT00034660,ORD0005802,Shipped,01-08-2026 16:18,Courier Partner,Non-RTO
EVT00034661,ORD0005802,Out for Delivery,03-08-2026 15:18,Courier Partner,Non-RTO
EVT00034662,ORD0005802,Delivery Failed,03-08-2026 16:33,Courier Partner,Non-RTO
EVT00034663,ORD0005803,Order Placed,06-07-2026 14:50,System,Non-RTO
EVT00034664,ORD0005803,Packed,07-07-2026 09:50,Seller Panel,Non-RTO
EVT00034665,ORD0005803,Shipped,07-07-2026 16:50,Courier Partner,Non-RTO
EVT00034666,ORD0005803,Out for Delivery,13-07-2026 12:50,Courier Partner,Non-RTO
EVT00034667,ORD0005803,Delivery Failed,13-07-2026 17:08,Courier Partner,Non-RTO
EVT00034668,ORD0005803,RTO Initiated,15-07-2026 00:08,Courier Partner,RTO
EVT00034669,ORD0005803,RTO In Transit,17-07-2026 00:08,Courier Partner,RTO
EVT00034670,ORD0005803,RTO Received at Warehouse,21-07-2026 00:08,Seller Panel,RTO
EVT00034671,ORD0005804,Order Placed,10-03-2026 23:38,System,Non-RTO
EVT00034672,ORD0005804,Packed,11-03-2026 08:38,Seller Panel,Non-RTO
EVT00034673,ORD0005804,Shipped,12-03-2026 14:38,Courier Partner,Non-RTO
EVT00034674,ORD0005804,Out for Delivery,20-03-2026 11:38,Courier Partner,Non-RTO
EVT00034675,ORD0005804,Delivered,20-03-2026 15:11,Courier Partner,Non-RTO
EVT00034676,ORD0005805,Order Placed,01-05-2026 16:07,System,Non-RTO
EVT00034677,ORD0005805,Packed,02-05-2026 05:07,Seller Panel,Non-RTO
EVT00034678,ORD0005805,Shipped,02-05-2026 13:07,Courier Partner,Non-RTO
EVT00034679,ORD0005805,Out for Delivery,08-05-2026 09:07,Courier Partner,Non-RTO
EVT00034680,ORD0005805,Delivered,08-05-2026 14:13,Courier Partner,Non-RTO
EVT00034681,ORD0005806,Order Placed,22-03-2026 20:38,System,Non-RTO
EVT00034682,ORD0005806,Packed,23-03-2026 04:38,Seller Panel,Non-RTO
EVT00034683,ORD0005806,Shipped,23-03-2026 18:38,Courier Partner,Non-RTO
EVT00034684,ORD0005806,Out for Delivery,26-03-2026 16:38,Courier Partner,Non-RTO
EVT00034685,ORD0005806,Delivery Failed,26-03-2026 19:23,Courier Partner,Non-RTO
EVT00034686,ORD0005806,Out for Delivery,27-03-2026 16:38,Courier Partner,Non-RTO
EVT00034687,ORD0005806,Delivered,27-03-2026 19:41,Courier Partner,Non-RTO
EVT00034688,ORD0005807,Order Placed,21-04-2026 19:33,System,Non-RTO
EVT00034689,ORD0005807,Packed,22-04-2026 05:33,Seller Panel,Non-RTO
EVT00034690,ORD0005807,Shipped,22-04-2026 13:33,Courier Partner,Non-RTO
EVT00034691,ORD0005807,Out for Delivery,25-04-2026 09:33,Courier Partner,Non-RTO
EVT00034692,ORD0005807,Delivered,25-04-2026 13:52,Courier Partner,Non-RTO
EVT00034693,ORD0005808,Order Placed,22-05-2026 23:24,System,Non-RTO
EVT00034694,ORD0005808,Packed,23-05-2026 05:24,Seller Panel,Non-RTO
EVT00034695,ORD0005808,Shipped,24-05-2026 07:24,Courier Partner,Non-RTO
EVT00034696,ORD0005808,Out for Delivery,25-05-2026 03:24,Courier Partner,Non-RTO
EVT00034697,ORD0005808,Delivered,25-05-2026 07:58,Courier Partner,Non-RTO
EVT00034698,ORD0005809,Order Placed,12-04-2026 19:20,System,Non-RTO
EVT00034699,ORD0005809,Packed,13-04-2026 15:20,Seller Panel,Non-RTO
EVT00034700,ORD0005809,Shipped,14-04-2026 12:20,Courier Partner,Non-RTO
EVT00034701,ORD0005809,Out for Delivery,17-04-2026 10:20,Courier Partner,Non-RTO
EVT00034702,ORD0005809,Delivered,17-04-2026 13:15,Courier Partner,Non-RTO
EVT00034703,ORD0005810,Order Placed,11-06-2026 18:54,System,Non-RTO
EVT00034704,ORD0005810,Packed,11-06-2026 23:54,Seller Panel,Non-RTO
EVT00034705,ORD0005810,Shipped,12-06-2026 10:54,Courier Partner,Non-RTO
EVT00034706,ORD0005810,Out for Delivery,16-06-2026 08:54,Courier Partner,Non-RTO
EVT00034707,ORD0005810,Delivery Failed,16-06-2026 11:02,Courier Partner,Non-RTO
EVT00034708,ORD0005810,Out for Delivery,18-06-2026 06:54,Courier Partner,Non-RTO
EVT00034709,ORD0005810,Delivery Failed,18-06-2026 11:47,Courier Partner,Non-RTO
EVT00034710,ORD0005810,RTO Initiated,19-06-2026 23:47,Courier Partner,RTO
EVT00034711,ORD0005810,RTO In Transit,23-06-2026 23:47,Courier Partner,RTO
EVT00034712,ORD0005810,RTO Received at Warehouse,24-06-2026 23:47,Seller Panel,RTO
EVT00034713,ORD0005811,Order Placed,03-07-2026 19:58,System,Non-RTO
EVT00034714,ORD0005811,Packed,04-07-2026 08:58,Seller Panel,Non-RTO
EVT00034715,ORD0005811,Shipped,05-07-2026 06:58,Courier Partner,Non-RTO
EVT00034716,ORD0005811,Out for Delivery,11-07-2026 05:58,Courier Partner,Non-RTO
EVT00034717,ORD0005811,Delivered,11-07-2026 08:26,Courier Partner,Non-RTO
EVT00034718,ORD0005812,Order Placed,25-05-2026 16:41,System,Non-RTO
EVT00034719,ORD0005812,Packed,25-05-2026 23:41,Seller Panel,Non-RTO
EVT00034720,ORD0005812,Shipped,26-05-2026 05:41,Courier Partner,Non-RTO
EVT00034721,ORD0005812,Out for Delivery,30-05-2026 01:41,Courier Partner,Non-RTO
EVT00034722,ORD0005812,Delivery Failed,30-05-2026 06:02,Courier Partner,Non-RTO
EVT00034723,ORD0005812,Out for Delivery,31-05-2026 04:41,Courier Partner,Non-RTO
EVT00034724,ORD0005812,Delivery Failed,31-05-2026 06:16,Courier Partner,Non-RTO
EVT00034725,ORD0005812,Out for Delivery,01-06-2026 03:41,Courier Partner,Non-RTO
EVT00034726,ORD0005812,Delivered,01-06-2026 05:47,Courier Partner,Non-RTO
EVT00034727,ORD0005813,Order Placed,24-03-2026 15:11,System,Non-RTO
EVT00034728,ORD0005813,Packed,25-03-2026 04:11,Seller Panel,Non-RTO
EVT00034729,ORD0005813,Shipped,25-03-2026 16:11,Courier Partner,Non-RTO
EVT00034730,ORD0005813,Out for Delivery,28-03-2026 14:11,Courier Partner,Non-RTO
EVT00034731,ORD0005813,Delivered,28-03-2026 17:41,Courier Partner,Non-RTO
EVT00034732,ORD0005814,Order Placed,24-07-2026 20:13,System,Non-RTO
EVT00034733,ORD0005814,Packed,25-07-2026 07:13,Seller Panel,Non-RTO
EVT00034734,ORD0005814,Shipped,26-07-2026 03:13,Courier Partner,Non-RTO
EVT00034735,ORD0005814,Out for Delivery,29-07-2026 01:13,Courier Partner,Non-RTO
EVT00034736,ORD0005814,Delivery Failed,29-07-2026 03:23,Courier Partner,Non-RTO
EVT00034737,ORD0005814,Out for Delivery,29-07-2026 23:13,Courier Partner,Non-RTO
EVT00034738,ORD0005814,Delivery Failed,30-07-2026 04:02,Courier Partner,Non-RTO
EVT00034739,ORD0005814,Out for Delivery,30-07-2026 23:13,Courier Partner,Non-RTO
EVT00034740,ORD0005814,Delivery Failed,31-07-2026 03:29,Courier Partner,Non-RTO
EVT00034741,ORD0005814,Out for Delivery,01-08-2026 01:13,Courier Partner,Non-RTO
EVT00034742,ORD0005814,Delivered,01-08-2026 03:46,Courier Partner,Non-RTO
EVT00034743,ORD0005815,Order Placed,07-02-2026 22:00,System,Non-RTO
EVT00034744,ORD0005815,Packed,08-02-2026 06:00,Seller Panel,Non-RTO
EVT00034745,ORD0005815,Shipped,09-02-2026 08:00,Courier Partner,Non-RTO
EVT00034746,ORD0005815,Out for Delivery,15-02-2026 07:00,Courier Partner,Non-RTO
EVT00034747,ORD0005815,Delivery Failed,15-02-2026 08:25,Courier Partner,Non-RTO
EVT00034748,ORD0005815,Out for Delivery,18-02-2026 05:00,Courier Partner,Non-RTO
EVT00034749,ORD0005815,Delivered,18-02-2026 08:08,Courier Partner,Non-RTO
EVT00034750,ORD0005816,Order Placed,21-05-2026 23:09,System,Non-RTO
EVT00034751,ORD0005816,Packed,22-05-2026 11:09,Seller Panel,Non-RTO
EVT00034752,ORD0005816,Shipped,22-05-2026 19:09,Courier Partner,Non-RTO
EVT00034753,ORD0005816,Out for Delivery,24-05-2026 17:09,Courier Partner,Non-RTO
EVT00034754,ORD0005816,Delivered,24-05-2026 20:12,Courier Partner,Non-RTO
EVT00034755,ORD0005817,Order Placed,01-03-2026 17:31,System,Non-RTO
EVT00034756,ORD0005817,Packed,02-03-2026 00:31,Seller Panel,Non-RTO
EVT00034757,ORD0005817,Shipped,03-03-2026 02:31,Courier Partner,Non-RTO
EVT00034758,ORD0005817,Out for Delivery,06-03-2026 23:31,Courier Partner,Non-RTO
EVT00034759,ORD0005817,Delivered,07-03-2026 03:16,Courier Partner,Non-RTO
EVT00034760,ORD0005818,Order Placed,26-06-2026 18:42,System,Non-RTO
EVT00034761,ORD0005818,Packed,27-06-2026 07:42,Seller Panel,Non-RTO
EVT00034762,ORD0005818,Shipped,27-06-2026 20:42,Courier Partner,Non-RTO
EVT00034763,ORD0005818,Out for Delivery,30-06-2026 17:42,Courier Partner,Non-RTO
EVT00034764,ORD0005818,Delivered,30-06-2026 21:15,Courier Partner,Non-RTO
EVT00034765,ORD0005819,Order Placed,12-04-2026 22:56,System,Non-RTO
EVT00034766,ORD0005819,Packed,13-04-2026 15:56,Seller Panel,Non-RTO
EVT00034767,ORD0005819,Shipped,14-04-2026 05:56,Courier Partner,Non-RTO
EVT00034768,ORD0005819,Out for Delivery,17-04-2026 03:56,Courier Partner,Non-RTO
EVT00034769,ORD0005819,Delivery Failed,17-04-2026 06:36,Courier Partner,Non-RTO
EVT00034770,ORD0005819,Out for Delivery,20-04-2026 03:56,Courier Partner,Non-RTO
EVT00034771,ORD0005819,Delivery Failed,20-04-2026 06:45,Courier Partner,Non-RTO
EVT00034772,ORD0005819,RTO Initiated,21-04-2026 14:45,Courier Partner,RTO
EVT00034773,ORD0005819,RTO In Transit,25-04-2026 14:45,Courier Partner,RTO
EVT00034774,ORD0005819,RTO Received at Warehouse,29-04-2026 14:45,Seller Panel,RTO
EVT00034775,ORD0005820,Order Placed,12-04-2026 16:14,System,Non-RTO
EVT00034776,ORD0005820,Packed,12-04-2026 22:14,Seller Panel,Non-RTO
EVT00034777,ORD0005820,Shipped,13-04-2026 14:14,Courier Partner,Non-RTO
EVT00034778,ORD0005820,Out for Delivery,21-04-2026 11:14,Courier Partner,Non-RTO
EVT00034779,ORD0005820,Delivered,21-04-2026 15:04,Courier Partner,Non-RTO
EVT00034780,ORD0005821,Order Placed,14-07-2026 21:38,System,Non-RTO
EVT00034781,ORD0005821,Packed,15-07-2026 08:38,Seller Panel,Non-RTO
EVT00034782,ORD0005821,Shipped,16-07-2026 13:38,Courier Partner,Non-RTO
EVT00034783,ORD0005821,Out for Delivery,20-07-2026 10:38,Courier Partner,Non-RTO
EVT00034784,ORD0005821,Delivered,20-07-2026 13:45,Courier Partner,Non-RTO
EVT00034785,ORD0005822,Order Placed,16-04-2026 20:40,System,Non-RTO
EVT00034786,ORD0005822,Packed,17-04-2026 14:40,Seller Panel,Non-RTO
EVT00034787,ORD0005822,Shipped,18-04-2026 12:40,Courier Partner,Non-RTO
EVT00034788,ORD0005822,Out for Delivery,22-04-2026 09:40,Courier Partner,Non-RTO
EVT00034789,ORD0005822,Delivery Failed,22-04-2026 13:10,Courier Partner,Non-RTO
EVT00034790,ORD0005822,Out for Delivery,23-04-2026 08:40,Courier Partner,Non-RTO
EVT00034791,ORD0005822,Delivered,23-04-2026 13:54,Courier Partner,Non-RTO
EVT00034792,ORD0005823,Order Placed,30-05-2026 22:53,System,Non-RTO
EVT00034793,ORD0005823,Packed,31-05-2026 06:53,Seller Panel,Non-RTO
EVT00034794,ORD0005823,Shipped,01-06-2026 11:53,Courier Partner,Non-RTO
EVT00034795,ORD0005823,Out for Delivery,02-06-2026 07:53,Courier Partner,Non-RTO
EVT00034796,ORD0005823,Delivered,02-06-2026 13:13,Courier Partner,Non-RTO
EVT00034797,ORD0005824,Order Placed,01-06-2026 17:52,System,Non-RTO
EVT00034798,ORD0005824,Packed,01-06-2026 21:52,Seller Panel,Non-RTO
EVT00034799,ORD0005824,Shipped,02-06-2026 07:52,Courier Partner,Non-RTO
EVT00034800,ORD0005824,Out for Delivery,04-06-2026 05:52,Courier Partner,Non-RTO
EVT00034801,ORD0005824,Delivery Failed,04-06-2026 08:42,Courier Partner,Non-RTO
EVT00034802,ORD0005824,Out for Delivery,06-06-2026 03:52,Courier Partner,Non-RTO
EVT00034803,ORD0005824,Delivered,06-06-2026 09:01,Courier Partner,Non-RTO
EVT00034804,ORD0005825,Order Placed,24-05-2026 18:27,System,Non-RTO
EVT00034805,ORD0005825,Packed,25-05-2026 02:27,Seller Panel,Non-RTO
EVT00034806,ORD0005825,Shipped,26-05-2026 05:27,Courier Partner,Non-RTO
EVT00034807,ORD0005825,Out for Delivery,28-05-2026 03:27,Courier Partner,Non-RTO
EVT00034808,ORD0005825,Delivered,28-05-2026 05:34,Courier Partner,Non-RTO
EVT00034809,ORD0005826,Order Placed,15-04-2026 22:36,System,Non-RTO
EVT00034810,ORD0005826,Packed,16-04-2026 17:36,Seller Panel,Non-RTO
EVT00034811,ORD0005826,Shipped,17-04-2026 04:36,Courier Partner,Non-RTO
EVT00034812,ORD0005826,Out for Delivery,24-04-2026 03:36,Courier Partner,Non-RTO
EVT00034813,ORD0005826,Delivered,24-04-2026 05:14,Courier Partner,Non-RTO
EVT00034814,ORD0005827,Order Placed,08-02-2026 19:01,System,Non-RTO
EVT00034815,ORD0005827,Packed,09-02-2026 08:01,Seller Panel,Non-RTO
EVT00034816,ORD0005827,Shipped,10-02-2026 06:01,Courier Partner,Non-RTO
EVT00034817,ORD0005827,Out for Delivery,14-02-2026 03:01,Courier Partner,Non-RTO
EVT00034818,ORD0005827,Delivery Failed,14-02-2026 06:38,Courier Partner,Non-RTO
EVT00034819,ORD0005827,Out for Delivery,16-02-2026 03:01,Courier Partner,Non-RTO
EVT00034820,ORD0005827,Delivered,16-02-2026 06:35,Courier Partner,Non-RTO
EVT00034821,ORD0005828,Order Placed,04-03-2026 20:55,System,Non-RTO
EVT00034822,ORD0005828,Packed,05-03-2026 14:55,Seller Panel,Non-RTO
EVT00034823,ORD0005828,Shipped,06-03-2026 00:55,Courier Partner,Non-RTO
EVT00034824,ORD0005828,Out for Delivery,09-03-2026 22:55,Courier Partner,Non-RTO
EVT00034825,ORD0005828,Delivery Failed,10-03-2026 01:03,Courier Partner,Non-RTO
EVT00034826,ORD0005828,Out for Delivery,10-03-2026 20:55,Courier Partner,Non-RTO
EVT00034827,ORD0005828,Delivered,11-03-2026 02:01,Courier Partner,Non-RTO
EVT00034828,ORD0005829,Order Placed,19-06-2026 23:15,System,Non-RTO
EVT00034829,ORD0005829,Packed,20-06-2026 18:15,Seller Panel,Non-RTO
EVT00034830,ORD0005829,Shipped,21-06-2026 05:15,Courier Partner,Non-RTO
EVT00034831,ORD0005829,Out for Delivery,22-06-2026 04:15,Courier Partner,Non-RTO
EVT00034832,ORD0005829,Delivered,22-06-2026 06:18,Courier Partner,Non-RTO
EVT00034833,ORD0005830,Order Placed,17-02-2026 17:15,System,Non-RTO
EVT00034834,ORD0005830,Packed,18-02-2026 12:15,Seller Panel,Non-RTO
EVT00034835,ORD0005830,Shipped,19-02-2026 15:15,Courier Partner,Non-RTO
EVT00034836,ORD0005830,Out for Delivery,23-02-2026 14:15,Courier Partner,Non-RTO
EVT00034837,ORD0005830,Delivery Failed,23-02-2026 15:44,Courier Partner,Non-RTO
EVT00034838,ORD0005830,Out for Delivery,26-02-2026 12:15,Courier Partner,Non-RTO
EVT00034839,ORD0005830,Delivered,26-02-2026 16:37,Courier Partner,Non-RTO
