attempt_id,order_id,attempt_number,attempt_date_time,attempt_status,remarks,otp_shared
ATT0014058,ORD0010480,1,02-03-2026 07:42,Delivered,Delivered Successfully,
ATT0014059,ORD0010481,1,24-03-2026 14:11,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014060,ORD0010481,2,26-03-2026 14:11,Delivered,Delivered Successfully,
ATT0014061,ORD0010482,1,10-04-2026 17:06,Delivered,Handed To Customer,
ATT0014062,ORD0010484,1,07-05-2026 20:15,Delivered,Handed To Customer,N
ATT0014063,ORD0010485,1,25-07-2026 12:57,Delivered,N/A,
ATT0014064,ORD0010486,1,25-05-2026 20:14,Delivered,N/A,
ATT0014065,ORD0010487,1,08-03-2026 01:20,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014066,ORD0010487,2,10-03-2026 01:20,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0014067,ORD0010487,3,11-03-2026 01:20,Delivered,"Delivered, Otp Verified",Y
ATT0014068,ORD0010488,1,27-06-2026 08:22,Delivered,N/A,
ATT0014069,ORD0010489,1,07-04-2026 00:30,Delivered,Handed To Customer,
ATT0014070,ORD0010490,1,02-07-2026 09:05,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014071,ORD0010490,2,03-07-2026 09:05,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014072,ORD0010490,3,04-07-2026 09:05,Delivered,Handed To Customer,N
ATT0014073,ORD0010491,1,28-03-2026 10:43,Delivered,N/A,
ATT0014074,ORD0010492,1,17-06-2026 01:08,Delivered,Handed To Customer,
ATT0014075,ORD0010493,1,27-03-2026 06:38,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0014076,ORD0010493,2,30-03-2026 06:38,Refused - Changed Mind,Customer  Said  Dont  Want  It  Anymore,
ATT0014077,ORD0010493,3,01-04-2026 06:38,Delivered,"Delivered, Otp Verified",
ATT0014078,ORD0010494,1,25-05-2026 07:16,Delivered,N/A,
ATT0014079,ORD0010495,1,26-06-2026 19:54,Delivered,"Delivered, Otp Verified",
ATT0014080,ORD0010496,1,21-07-2026 10:21,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014081,ORD0010496,2,22-07-2026 10:21,Delivered,Handed To Customer,
ATT0014082,ORD0010497,1,12-02-2026 04:55,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014083,ORD0010498,1,18-02-2026 23:08,Delivered,Handed To Customer,N
ATT0014084,ORD0010499,1,08-03-2026 20:44,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014085,ORD0010499,2,10-03-2026 20:44,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014086,ORD0010500,1,15-02-2026 17:53,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014087,ORD0010500,2,18-02-2026 17:53,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0014088,ORD0010500,3,19-02-2026 17:53,Delivered,Delivered Successfully,N
ATT0014089,ORD0010502,1,11-03-2026 16:51,Delivered,Handed To Customer,Y
ATT0014090,ORD0010503,1,14-02-2026 09:14,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014091,ORD0010503,2,15-02-2026 09:14,Delivered,Delivered Successfully,Y
ATT0014092,ORD0010504,1,17-04-2026 01:32,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0014093,ORD0010504,2,19-04-2026 01:32,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014094,ORD0010504,3,20-04-2026 01:32,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014095,ORD0010504,4,21-04-2026 01:32,Delivered,N/A,Y
ATT0014096,ORD0010505,1,23-07-2026 10:41,Delivered,"Delivered, Otp Verified",
ATT0014097,ORD0010506,1,25-02-2026 03:19,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014098,ORD0010506,2,27-02-2026 03:19,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014099,ORD0010507,1,17-03-2026 03:13,Delivered,N/A,
ATT0014100,ORD0010509,1,26-04-2026 07:05,Delivered,Delivered Successfully,Y
ATT0014101,ORD0010510,1,20-04-2026 16:20,Delivered,Handed To Customer,
ATT0014102,ORD0010511,1,27-05-2026 17:07,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014103,ORD0010511,2,30-05-2026 17:07,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014104,ORD0010512,1,07-04-2026 20:00,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014105,ORD0010512,2,10-04-2026 20:00,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014106,ORD0010512,3,11-04-2026 20:00,Delivered,Delivered Successfully,
ATT0014107,ORD0010513,1,23-05-2026 13:36,Delivered,Delivered Successfully,
ATT0014108,ORD0010514,1,18-04-2026 21:51,Delivered,N/A,
ATT0014109,ORD0010515,1,23-03-2026 20:25,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014110,ORD0010515,2,25-03-2026 20:25,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014111,ORD0010515,3,27-03-2026 20:25,Delivered,Handed To Customer,
ATT0014112,ORD0010516,1,27-06-2026 01:31,Delivered,N/A,
ATT0014113,ORD0010517,1,27-05-2026 23:20,Delivered,Delivered Successfully,
ATT0014114,ORD0010518,1,09-03-2026 01:59,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014115,ORD0010518,2,10-03-2026 01:59,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014116,ORD0010518,3,11-03-2026 01:59,Delivered,"Delivered, Otp Verified",N
ATT0014117,ORD0010519,1,11-07-2026 12:33,Delivered,Delivered Successfully,N
ATT0014118,ORD0010520,1,13-07-2026 09:41,Delivered,"Delivered, Otp Verified",
ATT0014119,ORD0010521,1,26-04-2026 19:05,Delivered,N/A,
ATT0014120,ORD0010522,1,08-05-2026 00:38,Delivered,N/A,
ATT0014121,ORD0010523,1,26-05-2026 16:28,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0014122,ORD0010524,1,18-02-2026 06:07,Delivered,Delivered Successfully,
ATT0014123,ORD0010525,1,31-05-2026 14:46,Delivered,N/A,
ATT0014124,ORD0010526,1,10-06-2026 07:20,Delivered,Delivered Successfully,
ATT0014125,ORD0010527,1,22-06-2026 02:11,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014126,ORD0010527,2,23-06-2026 02:11,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014127,ORD0010527,3,26-06-2026 02:11,Delivered,N/A,
ATT0014128,ORD0010528,1,17-04-2026 21:49,Delivered,N/A,
ATT0014129,ORD0010529,1,02-06-2026 09:15,Delivered,Delivered Successfully,N
ATT0014130,ORD0010530,1,22-06-2026 00:20,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014131,ORD0010530,2,25-06-2026 00:20,Delivered,Delivered Successfully,Y
ATT0014132,ORD0010531,1,10-05-2026 18:53,Delivered,"Delivered, Otp Verified",Y
ATT0014133,ORD0010532,1,05-03-2026 06:34,Delivered,Handed To Customer,
ATT0014134,ORD0010533,1,21-04-2026 03:56,Delivered,"Delivered, Otp Verified",Y
ATT0014135,ORD0010534,1,20-05-2026 19:10,Delivered,N/A,
ATT0014136,ORD0010535,1,11-07-2026 19:40,Delivered,N/A,
ATT0014137,ORD0010536,1,18-03-2026 04:27,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014138,ORD0010536,2,21-03-2026 04:27,Delivered,Handed To Customer,N
ATT0014139,ORD0010537,1,05-04-2026 16:31,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014140,ORD0010537,2,07-04-2026 16:31,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014141,ORD0010537,3,10-04-2026 16:31,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014142,ORD0010538,1,03-03-2026 22:53,Delivered,Delivered Successfully,
ATT0014143,ORD0010539,1,01-08-2026 13:52,Delivered,Handed To Customer,
ATT0014144,ORD0010540,1,26-05-2026 13:30,Delivered,N/A,
ATT0014145,ORD0010541,1,10-07-2026 19:43,Delivered,N/A,
ATT0014146,ORD0010542,1,03-07-2026 09:23,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014147,ORD0010542,2,04-07-2026 09:23,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014148,ORD0010543,1,01-07-2026 08:22,Delivered,Handed To Customer,N
ATT0014149,ORD0010544,1,10-04-2026 20:31,Delivered,N/A,
ATT0014150,ORD0010545,1,22-02-2026 13:16,Delivered,Handed To Customer,
ATT0014151,ORD0010546,1,02-06-2026 13:18,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014152,ORD0010546,2,04-06-2026 13:18,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014153,ORD0010546,3,07-06-2026 13:18,Delivered,Delivered Successfully,Y
ATT0014154,ORD0010547,1,03-08-2026 21:52,Delivered,N/A,
ATT0014155,ORD0010548,1,29-05-2026 06:14,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014156,ORD0010548,2,31-05-2026 06:14,Delivered,Handed To Customer,
ATT0014157,ORD0010549,1,29-06-2026 12:16,Delivered,N/A,
ATT0014158,ORD0010550,1,29-05-2026 15:21,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014159,ORD0010550,2,01-06-2026 15:21,Delivered,Handed To Customer,N
ATT0014160,ORD0010551,1,10-03-2026 09:15,Delivered,N/A,
ATT0014161,ORD0010552,1,09-07-2026 12:21,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014162,ORD0010552,2,12-07-2026 12:21,Delivered,N/A,Y
ATT0014163,ORD0010553,1,28-05-2026 14:43,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014164,ORD0010553,2,30-05-2026 14:43,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014165,ORD0010553,3,01-06-2026 14:43,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014166,ORD0010554,1,05-04-2026 18:32,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014167,ORD0010554,2,08-04-2026 18:32,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014168,ORD0010554,3,11-04-2026 18:32,Delivered,N/A,
ATT0014169,ORD0010555,1,15-07-2026 10:36,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014170,ORD0010555,2,16-07-2026 10:36,Delivered,"Delivered, Otp Verified",
ATT0014171,ORD0010556,1,01-06-2026 05:44,Delivered,Delivered Successfully,Y
ATT0014172,ORD0010557,1,11-07-2026 11:12,Delivered,N/A,Y
ATT0014173,ORD0010558,1,24-06-2026 12:18,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014174,ORD0010558,2,26-06-2026 12:18,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014175,ORD0010558,3,28-06-2026 12:18,Delivered,Handed To Customer,Y
ATT0014176,ORD0010559,1,15-07-2026 00:53,Delivered,Delivered Successfully,
ATT0014177,ORD0010560,1,29-06-2026 09:35,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014178,ORD0010560,2,01-07-2026 09:35,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014179,ORD0010560,3,02-07-2026 09:35,Delivered,Delivered Successfully,
ATT0014180,ORD0010561,1,21-07-2026 13:17,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014181,ORD0010561,2,24-07-2026 13:17,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014182,ORD0010561,3,27-07-2026 13:17,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014183,ORD0010562,1,21-05-2026 07:17,Delivered,Delivered Successfully,Y
ATT0014184,ORD0010563,1,05-06-2026 06:12,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014185,ORD0010563,2,08-06-2026 06:12,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014186,ORD0010563,3,11-06-2026 06:12,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014187,ORD0010564,1,11-05-2026 10:56,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014188,ORD0010564,2,14-05-2026 10:56,Delivered,N/A,Y
ATT0014189,ORD0010565,1,28-07-2026 08:50,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014190,ORD0010566,1,04-06-2026 14:45,Delivered,Delivered Successfully,Y
ATT0014191,ORD0010567,1,18-03-2026 16:50,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014192,ORD0010568,1,23-04-2026 19:46,Delivered,Delivered Successfully,
ATT0014193,ORD0010569,1,24-02-2026 08:01,Delivered,N/A,Y
ATT0014194,ORD0010570,1,11-03-2026 17:08,Delivered,Handed To Customer,Y
ATT0014195,ORD0010571,1,15-02-2026 12:02,Delivered,Delivered Successfully,
ATT0014196,ORD0010572,1,27-05-2026 20:26,Delivered,N/A,
ATT0014197,ORD0010573,1,24-05-2026 19:20,Delivered,Handed To Customer,
ATT0014198,ORD0010574,1,27-03-2026 21:19,Delivered,Delivered Successfully,
ATT0014199,ORD0010575,1,15-03-2026 02:56,Refused - Changed Mind,Customer  Said  Dont  Want  It  Anymore,
ATT0014200,ORD0010575,2,17-03-2026 02:56,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014201,ORD0010575,3,19-03-2026 02:56,Delivered,Handed To Customer,Y
ATT0014202,ORD0010576,1,08-07-2026 08:15,Delivered,Handed To Customer,
ATT0014203,ORD0010577,1,02-04-2026 18:36,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014204,ORD0010577,2,04-04-2026 18:36,Delivered,Delivered Successfully,Y
ATT0014205,ORD0010578,1,09-06-2026 05:24,Delivered,N/A,
ATT0014206,ORD0010579,1,25-07-2026 11:01,Delivered,Delivered Successfully,
ATT0014207,ORD0010580,1,29-05-2026 02:49,Delivered,N/A,
ATT0014208,ORD0010581,1,28-06-2026 22:02,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014209,ORD0010581,2,01-07-2026 22:02,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014210,ORD0010582,1,31-05-2026 10:49,Delivered,N/A,
ATT0014211,ORD0010583,1,07-07-2026 19:59,Delivered,"Delivered, Otp Verified",
ATT0014212,ORD0010584,1,20-03-2026 12:20,Delivered,"Delivered, Otp Verified",
ATT0014213,ORD0010585,1,30-04-2026 03:09,Refused - COD Amount Not Ready," Customer Not Ready With Cash, Asked To Reattempt ",
ATT0014214,ORD0010585,2,02-05-2026 03:09,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014215,ORD0010586,1,30-03-2026 18:52,Delivered,N/A,
ATT0014216,ORD0010587,1,23-07-2026 16:34,Delivered,N/A,N
ATT0014217,ORD0010588,1,19-03-2026 05:52,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014218,ORD0010588,2,20-03-2026 05:52,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014219,ORD0010588,3,22-03-2026 05:52,Delivered,N/A,N
ATT0014220,ORD0010589,1,03-05-2026 04:27,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014221,ORD0010589,2,06-05-2026 04:27,Delivered,Handed To Customer,
ATT0014222,ORD0010590,1,13-07-2026 11:35,Delivered,"Delivered, Otp Verified",
ATT0014223,ORD0010591,1,12-05-2026 05:17,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014224,ORD0010591,2,15-05-2026 05:17,Delivered,Delivered Successfully,N
ATT0014225,ORD0010592,1,30-05-2026 05:34,Delivered,Handed To Customer,
ATT0014226,ORD0010593,1,11-03-2026 11:17,Delivered,Delivered Successfully,
ATT0014227,ORD0010594,1,09-05-2026 15:29,Delivered,N/A,
ATT0014228,ORD0010595,1,21-06-2026 15:05,Delivered,Handed To Customer,
ATT0014229,ORD0010596,1,17-04-2026 06:23,Delivered,Handed To Customer,N
ATT0014230,ORD0010598,1,06-07-2026 15:54,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014231,ORD0010599,1,09-04-2026 07:36,Refused - COD Amount Not Ready," Customer Not Ready With Cash, Asked To Reattempt ",
ATT0014232,ORD0010599,2,10-04-2026 07:36,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014233,ORD0010600,1,24-05-2026 00:30,Delivered,Handed To Customer,
ATT0014234,ORD0010601,1,17-06-2026 08:25,Delivered,Delivered Successfully,
ATT0014235,ORD0010602,1,11-04-2026 21:55,Delivered,"Delivered, Otp Verified",
ATT0014236,ORD0010603,1,11-05-2026 07:50,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014237,ORD0010603,2,14-05-2026 07:50,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014238,ORD0010603,3,15-05-2026 07:50,Delivered,"Delivered, Otp Verified",N
ATT0014239,ORD0010604,1,05-03-2026 16:28,Delivered,Handed To Customer,
ATT0014240,ORD0010605,1,10-03-2026 07:53,Delivered,"Delivered, Otp Verified",
ATT0014241,ORD0010606,1,22-02-2026 04:47,Delivered,N/A,
ATT0014242,ORD0010608,1,05-04-2026 10:16,Delivered,"Delivered, Otp Verified",
ATT0014243,ORD0010609,1,05-06-2026 21:20,Delivered,Handed To Customer,
ATT0014244,ORD0010610,1,10-05-2026 19:20,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014245,ORD0010610,2,12-05-2026 19:20,Delivered,Delivered Successfully,N
ATT0014246,ORD0010611,1,14-02-2026 06:23,Delivered,Handed To Customer,
ATT0014247,ORD0010613,1,14-02-2026 19:24,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014248,ORD0010613,2,16-02-2026 19:24,Delivered,Handed To Customer,N
ATT0014249,ORD0010614,1,22-06-2026 21:02,Delivered,"Delivered, Otp Verified",
ATT0014250,ORD0010615,1,04-03-2026 09:15,Delivered,N/A,
ATT0014251,ORD0010616,1,26-05-2026 14:47,Delivered,N/A,
ATT0014252,ORD0010617,1,24-02-2026 01:56,Delivered,"Delivered, Otp Verified",
ATT0014253,ORD0010618,1,23-06-2026 17:01,Delivered,"Delivered, Otp Verified",
ATT0014254,ORD0010619,1,18-07-2026 21:05,Delivered,Handed To Customer,N
ATT0014255,ORD0010620,1,08-07-2026 03:39,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014256,ORD0010620,2,09-07-2026 03:39,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014257,ORD0010620,3,11-07-2026 03:39,Delivered,"Delivered, Otp Verified",Y
ATT0014258,ORD0010621,1,16-04-2026 14:28,Delivered,Handed To Customer,
ATT0014259,ORD0010622,1,19-04-2026 16:57,Delivered,Handed To Customer,
ATT0014260,ORD0010623,1,06-07-2026 01:16,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014261,ORD0010623,2,09-07-2026 01:16,Delivered,Handed To Customer,N
ATT0014262,ORD0010624,1,21-04-2026 07:54,Delivered,"Delivered, Otp Verified",
ATT0014263,ORD0010625,1,11-05-2026 14:17,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014264,ORD0010625,2,14-05-2026 14:17,Delivered,Delivered Successfully,
ATT0014265,ORD0010626,1,30-07-2026 19:50,Delivered,Delivered Successfully,
ATT0014266,ORD0010627,1,06-07-2026 04:55,Delivered,Delivered Successfully,N
ATT0014267,ORD0010628,1,18-02-2026 05:50,Delivered,N/A,
ATT0014268,ORD0010629,1,21-04-2026 16:28,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014269,ORD0010629,2,23-04-2026 16:28,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0014270,ORD0010629,3,25-04-2026 16:28,Delivered,Handed To Customer,N
ATT0014271,ORD0010630,1,08-03-2026 02:00,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014272,ORD0010630,2,10-03-2026 02:00,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014273,ORD0010631,1,07-05-2026 21:28,Delivered,Delivered Successfully,
ATT0014274,ORD0010632,1,22-02-2026 14:29,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014275,ORD0010632,2,23-02-2026 14:29,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014276,ORD0010632,3,24-02-2026 14:29,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014277,ORD0010632,4,27-02-2026 14:29,Delivered,"Delivered, Otp Verified",
ATT0014278,ORD0010633,1,17-03-2026 20:45,Delivered,"Delivered, Otp Verified",
ATT0014279,ORD0010634,1,28-04-2026 19:26,Delivered,"Delivered, Otp Verified",
ATT0014280,ORD0010635,1,07-07-2026 05:56,Delivered,Delivered Successfully,
ATT0014281,ORD0010636,1,17-02-2026 09:19,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014282,ORD0010636,2,19-02-2026 09:19,Refused - COD Amount Not Ready,"Customer  Not  Ready  With  Cash,  Asked  To  Reattempt",
ATT0014283,ORD0010636,3,22-02-2026 09:19,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014284,ORD0010636,4,23-02-2026 09:19,Delivered,N/A,
ATT0014285,ORD0010637,1,18-04-2026 02:55,Delivered,N/A,
ATT0014286,ORD0010638,1,10-07-2026 00:23,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014287,ORD0010638,2,13-07-2026 00:23,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014288,ORD0010638,3,16-07-2026 00:23,Delivered,Handed To Customer,Y
ATT0014289,ORD0010639,1,14-04-2026 05:55,Delivered,Handed To Customer,
ATT0014290,ORD0010640,1,12-07-2026 14:45,Delivered,"Delivered, Otp Verified",N
ATT0014291,ORD0010641,1,02-03-2026 00:40,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014292,ORD0010641,2,04-03-2026 00:40,Delivered,Delivered Successfully,N
ATT0014293,ORD0010642,1,04-05-2026 01:15,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014294,ORD0010642,2,05-05-2026 01:15,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0014295,ORD0010642,3,08-05-2026 01:15,Delivered,Delivered Successfully,Y
ATT0014296,ORD0010643,1,11-04-2026 22:55,Rescheduled by Customer,Cust  Asked  To  Deliver  On  Weekend,
ATT0014297,ORD0010643,2,14-04-2026 22:55,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014298,ORD0010643,3,16-04-2026 22:55,Delivered,"Delivered, Otp Verified",
ATT0014299,ORD0010644,1,22-06-2026 07:31,Delivered,"Delivered, Otp Verified",
ATT0014300,ORD0010645,1,07-06-2026 01:26,Delivered,N/A,
ATT0014301,ORD0010646,1,26-06-2026 11:32,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014302,ORD0010646,2,29-06-2026 11:32,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014303,ORD0010646,3,02-07-2026 11:32,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014304,ORD0010647,1,03-03-2026 18:15,Delivered,Delivered Successfully,
ATT0014305,ORD0010648,1,15-04-2026 18:41,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014306,ORD0010648,2,18-04-2026 18:41,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014307,ORD0010649,1,15-02-2026 10:30,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014308,ORD0010649,2,18-02-2026 10:30,Delivered,N/A,
ATT0014309,ORD0010650,1,08-04-2026 09:07,Refused - COD Amount Not Ready," Customer Not Ready With Cash, Asked To Reattempt ",
ATT0014310,ORD0010650,2,09-04-2026 09:07,Delivered,"Delivered, Otp Verified",Y
ATT0014311,ORD0010653,1,10-07-2026 04:06,Delivered,Delivered Successfully,
ATT0014312,ORD0010654,1,25-06-2026 16:45,Delivered,N/A,
ATT0014313,ORD0010655,1,29-05-2026 22:11,Delivered,Delivered Successfully,
ATT0014314,ORD0010656,1,06-03-2026 22:58,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014315,ORD0010656,2,07-03-2026 22:58,Delivered,"Delivered, Otp Verified",
ATT0014316,ORD0010657,1,18-02-2026 06:10,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014317,ORD0010657,2,19-02-2026 06:10,Delivered,N/A,
ATT0014318,ORD0010658,1,04-07-2026 10:39,Delivered,Handed To Customer,
ATT0014319,ORD0010659,1,18-04-2026 03:10,Delivered,Delivered Successfully,
ATT0014320,ORD0010660,1,09-07-2026 04:59,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0014321,ORD0010660,2,11-07-2026 04:59,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014322,ORD0010661,1,27-05-2026 07:26,Delivered,N/A,
ATT0014323,ORD0010662,1,02-03-2026 15:42,Delivered,N/A,
ATT0014324,ORD0010663,1,08-07-2026 22:39,Delivered,Handed To Customer,
ATT0014325,ORD0010664,1,24-04-2026 02:33,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0014326,ORD0010664,2,26-04-2026 02:33,Delivered,"Delivered, Otp Verified",N
ATT0014327,ORD0010665,1,08-07-2026 22:49,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014328,ORD0010665,2,11-07-2026 22:49,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0014329,ORD0010665,3,14-07-2026 22:49,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0014330,ORD0010666,1,15-04-2026 14:51,Delivered,N/A,N
ATT0014331,ORD0010667,1,27-03-2026 12:56,Delivered,Delivered Successfully,
ATT0014332,ORD0010668,1,18-04-2026 07:23,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014333,ORD0010668,2,21-04-2026 07:23,Delivered,"Delivered, Otp Verified",
ATT0014334,ORD0010669,1,14-06-2026 08:40,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0014335,ORD0010669,2,16-06-2026 08:40,Rescheduled by Customer,Cust  Asked  To  Deliver  On  Weekend,
ATT0014336,ORD0010669,3,17-06-2026 08:40,Delivered,N/A,Y
ATT0014337,ORD0010670,1,01-04-2026 02:23,Delivered,Delivered Successfully,
ATT0014338,ORD0010671,1,21-07-2026 23:03,Delivered,Delivered Successfully,
ATT0014339,ORD0010672,1,16-04-2026 08:31,Delivered,Handed To Customer,N
ATT0014340,ORD0010673,1,17-06-2026 11:03,Delivered,Delivered Successfully,
ATT0014341,ORD0010674,1,14-07-2026 10:02,Delivered,"Delivered, Otp Verified",
ATT0014342,ORD0010675,1,25-05-2026 17:12,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0014343,ORD0010675,2,28-05-2026 17:12,Delivered,"Delivered, Otp Verified",N
